time_stamp	px_est	py_est	v_est	yaw_angle_est	yaw_rate_est	sensor_type	px_meas	py_meas	NIS	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010452700000	3.64964	18.095	4.98187	3.89763	0.454769	lidar	3.45919	18.167	2.70659	3.65611	18.0807	-3.77339	-3.33732
1477010452750000	3.49352	17.9448	4.87243	3.91425	0.439986	radar	4.3011	17.9267	3.42817	3.46891	17.9122	-3.71795	-3.40627
1477010452800000	3.26052	17.7768	4.95479	3.91678	0.416927	lidar	3.12525	17.7493	1.20601	3.28449	17.7402	-3.66215	-3.47331
1477010452850000	3.07447	17.5933	5.03492	3.94296	0.431412	radar	2.65664	17.888	2.27351	3.10287	17.565	-3.60609	-3.53844
1477010452900000	2.90043	17.475	4.97774	3.94607	0.412619	lidar	2.9449	17.8154	6.20288	2.92405	17.3866	-3.54982	-3.60167
1477010452950000	2.75032	17.2597	5.05764	3.99113	0.450983	radar	3.26647	17.0897	2.94307	2.74805	17.2051	-3.49344	-3.66302
1477010453000000	2.57489	17.0721	5.06836	4.00918	0.445884	lidar	2.55407	17.0853	0.0391873	2.57486	17.0205	-3.437	-3.72251
1477010453050000	2.41592	16.9068	4.9481	4.01625	0.417742	radar	2.55039	16.8884	2.21489	2.4045	16.833	-3.38059	-3.78014
1477010453100000	2.25376	16.7347	4.93622	4.03031	0.41059	lidar	2.25371	16.8334	0.516513	2.23695	16.6427	-3.32428	-3.83595
1477010453150000	2.08098	16.5385	4.91324	4.04044	0.391645	radar	1.57735	16.0489	4.90223	2.07221	16.4497	-3.26812	-3.88995
1477010453200000	1.92395	16.3082	4.95938	4.06727	0.398561	lidar	1.88972	16.1054	2.22297	1.91027	16.254	-3.21219	-3.94216
1477010453250000	1.77359	16.1322	4.88745	4.07576	0.379755	radar	1.74362	16.2687	0.952288	1.75112	16.0557	-3.15656	-3.99261
1477010453300000	1.56732	15.9632	4.93312	4.0655	0.346958	lidar	1.44745	16.0853	1.79084	1.59474	15.8549	-3.10129	-4.04132
1477010453350000	1.43383	15.7322	5.02585	4.10262	0.378317	radar	1.6097	15.5526	2.02088	1.44111	15.6517	-3.04644	-4.08832
1477010453400000	1.25923	15.5125	5.07906	4.1127	0.367656	lidar	1.18395	15.4284	0.723068	1.29021	15.4463	-2.99207	-4.13364
1477010453450000	1.10381	15.3199	5.0503	4.11956	0.351804	radar	0.828993	15.528	1.0111	1.14201	15.2386	-2.93825	-4.1773
1477010453500000	0.888132	15.0986	5.15169	4.11155	0.321894	lidar	0.722706	15.0075	2.19175	0.996486	15.0288	-2.88503	-4.21933
1477010453550000	0.748108	14.9195	5.04585	4.1154	0.30046	radar	1.03147	15.2134	2.61358	0.853604	14.8169	-2.83246	-4.25977
1477010453600000	0.649993	14.7071	5.00084	4.14662	0.318915	lidar	0.737301	14.7047	0.502848	0.71333	14.603	-2.78061	-4.29864
1477010453650000	0.532717	14.4657	5.07718	4.17967	0.344963	radar	0.722177	14.2445	1.74435	0.575628	14.3872	-2.72952	-4.33598
1477010453700000	0.356849	14.2416	5.13722	4.17958	0.324904	lidar	0.253435	14.2029	0.774591	0.440459	14.1696	-2.67925	-4.37181
1477010453750000	0.224215	13.9883	5.27126	4.20876	0.350242	radar	-0.0328023	13.9604	2.6771	0.307779	13.9502	-2.62984	-4.40617
1477010453800000	0.217116	13.7421	5.16209	4.27393	0.404666	lidar	0.459172	13.6856	4.05319	0.177545	13.7292	-2.58135	-4.43909
1477010453850000	0.107595	13.4985	5.22504	4.29818	0.413835	radar	0.0524412	13.6377	0.808169	0.0497099	13.5065	-2.53381	-4.47061
1477010453900000	-0.0590791	13.2643	5.28076	4.29288	0.383755	lidar	-0.190344	13.2856	1.16439	-0.0757753	13.2823	-2.48728	-4.50075
1477010453950000	-0.175533	13.0476	5.19323	4.29866	0.362046	radar	-0.275043	13.1456	1.28344	-0.198962	13.0566	-2.44179	-4.52955
1477010454000000	-0.172567	12.8262	5.07351	4.35577	0.40821	lidar	0.0462308	12.9301	3.70929	-0.319903	12.8295	-2.39739	-4.55704
1477010454050000	-0.286135	12.6016	5.00091	4.35862	0.381309	radar	-0.684792	12.3563	3.2684	-0.438654	12.6011	-2.35412	-4.58326
1477010454100000	-0.404818	12.3663	5.0301	4.36372	0.364944	lidar	-0.476482	12.3633	0.337793	-0.555273	12.3714	-2.31202	-4.60823
1477010454150000	-0.521958	12.1585	4.9759	4.36133	0.337805	radar	-0.972122	12.5207	3.66148	-0.669818	12.1404	-2.27111	-4.63198
1477010454200000	-0.598229	11.942	4.94632	4.37882	0.339087	lidar	-0.582624	12.0386	0.50533	-0.78235	11.9083	-2.23144	-4.65456
1477010454250000	-0.719191	11.7133	4.94763	4.37581	0.313635	radar	-1.26757	11.6495	2.78891	-0.892931	11.6751	-2.19304	-4.67598
1477010454300000	-0.917661	11.4662	5.05652	4.34293	0.256558	lidar	-1.17212	11.3988	4.46068	-1.00163	11.4409	-2.15594	-4.69628
1477010454350000	-1.01268	11.2431	4.96167	4.34513	0.235436	radar	-0.891441	10.959	2.69391	-1.1085	11.2057	-2.12017	-4.71549
1477010454400000	-1.1919	11.0143	5.0299	4.31769	0.190217	lidar	-1.39289	11.0424	2.65113	-1.21362	10.9695	-2.08575	-4.73364
1477010454450000	-1.2746	10.768	5.1019	4.34051	0.213151	radar	-1.29894	10.9012	1.27271	-1.31706	10.7324	-2.05273	-4.75075
1477010454500000	-1.40772	10.5118	5.16226	4.33588	0.195216	lidar	-1.49687	10.4198	0.969364	-1.41889	10.4945	-2.02111	-4.76686
1477010454550000	-1.50044	10.2478	5.23875	4.35324	0.208973	radar	-1.59293	10.0212	1.2493	-1.51917	10.2559	-1.99093	-4.78198
1477010454600000	-1.59618	10.0386	5.19205	4.35739	0.202654	lidar	-1.61875	10.2374	2.10244	-1.61797	10.0165	-1.96221	-4.79615
1477010454650000	-1.68239	9.81069	5.1401	4.36426	0.195809	radar	-1.59702	9.96554	0.581245	-1.71539	9.77637	-1.93498	-4.80939
1477010454700000	-1.75554	9.59231	5.09558	4.37701	0.199734	lidar	-1.73381	9.71347	0.811758	-1.81147	9.53564	-1.90924	-4.82172
1477010454750000	-1.87044	9.33794	5.18286	4.37881	0.195115	radar	-2.27191	9.37316	2.54825	-1.90631	9.29431	-1.88502	-4.83316
1477010454800000	-1.95673	9.04247	5.25738	4.39294	0.198916	lidar	-1.93833	8.77028	3.917	-1.99998	9.05243	-1.86233	-4.84374
1477010454850000	-2.0388	8.82249	5.16593	4.3945	0.183271	radar	-1.96565	9.13274	1.95964	-2.09256	8.81003	-1.8412	-4.85347
1477010454900000	-2.13647	8.56984	5.19156	4.39693	0.175396	lidar	-2.1768	8.5411	0.150536	-2.18412	8.56717	-1.82164	-4.86238
1477010454950000	-2.26764	8.31353	5.2419	4.38434	0.14958	radar	-2.65862	8.19477	2.83617	-2.27474	8.32388	-1.80365	-4.87047
1477010455000000	-2.31088	8.08342	5.18134	4.40677	0.167109	lidar	-2.21875	8.15339	0.816044	-2.3645	8.0802	-1.78726	-4.87778
1477010455050000	-2.3683	7.87461	5.09137	4.41772	0.168479	radar	-2.273	8.52315	5.48487	-2.45348	7.83617	-1.77248	-4.8843
1477010455100000	-2.48513	7.62141	5.14291	4.40891	0.148549	lidar	-2.59674	7.60288	0.79424	-2.54177	7.59184	-1.75931	-4.89006
1477010455150000	-2.64486	7.3867	5.12215	4.37133	0.0845622	radar	-3.08256	7.38874	5.78609	-2.62944	7.34723	-1.74777	-4.89507
1477010455200000	-2.75119	7.12967	5.16423	4.36828	0.0759127	lidar	-2.79865	7.064	0.382353	-2.71658	7.10238	-1.73786	-4.89933
1477010455250000	-2.81169	6.89701	5.15313	4.38626	0.0981272	radar	-2.79412	7.20818	1.60909	-2.80326	6.85734	-1.72958	-4.90286
1477010455300000	-2.84843	6.69475	5.04766	4.40576	0.115366	lidar	-2.74651	6.86867	2.33381	-2.88957	6.61214	-1.72295	-4.90566
1477010455350000	-2.90408	6.47895	4.92891	4.40843	0.100113	radar	-2.57673	6.36755	3.6971	-2.97559	6.36681	-1.71797	-4.90774
1477010455400000	-2.95959	6.24436	4.9116	4.42057	0.108125	lidar	-2.90217	6.22989	0.2009	-3.0614	6.12139	-1.71464	-4.90911
1477010455450000	-3.08097	5.99413	4.99346	4.4079	0.0895524	radar	-3.50172	6.10796	3.79612	-3.14709	5.87592	-1.71297	-4.90976
1477010455500000	-3.16938	5.71586	5.06996	4.40997	0.085932	lidar	-3.1778	5.53101	1.85705	-3.23274	5.63043	-1.71295	-4.9097
1477010455550000	-3.2786	5.46887	5.05854	4.39097	0.0463411	radar	-3.19736	5.19093	2.40723	-3.31843	5.38496	-1.71458	-4.90893
1477010455600000	-3.37903	5.20423	5.11875	4.38701	0.0388746	lidar	-3.43031	5.10507	0.710484	-3.40424	5.13955	-1.71787	-4.90745
1477010455650000	-3.4476	4.9588	5.1268	4.39815	0.0540999	radar	-3.4281	4.94644	0.177722	-3.49026	4.89422	-1.72281	-4.90525
1477010455700000	-3.56849	4.6739	5.23786	4.38801	0.0395707	lidar	-3.69435	4.52196	2.24286	-3.57657	4.64902	-1.72939	-4.90233
1477010455750000	-3.67949	4.41965	5.23748	4.36875	0.000939555	radar	-3.50501	4.17643	2.29961	-3.66325	4.40398	-1.73763	-4.89868
1477010455800000	-3.81762	4.14213	5.34362	4.35297	-0.0159653	lidar	-4.00238	4.04684	2.46217	-3.75039	4.15913	-1.74749	-4.8943
1477010455850000	-3.89673	3.90296	5.32487	4.36321	0.00515146	radar	-4.06447	4.10977	1.21178	-3.83806	3.91452	-1.75899	-4.88918
1477010455900000	-3.96577	3.6746	5.26226	4.36907	0.0106402	lidar	-3.88053	3.75177	0.745371	-3.92635	3.67019	-1.77212	-4.8833
1477010455950000	-4.06355	3.474	5.16884	4.35312	-0.0194407	radar	-4.23729	3.88878	4.25254	-4.01533	3.42616	-1.78686	-4.87666
1477010456000000	-4.15425	3.22991	5.17285	4.3525	-0.019057	lidar	-4.15119	3.21968	0.00617457	-4.10509	3.18248	-1.8032	-4.86925
1477010456050000	-4.27253	2.97179	5.22294	4.33709	-0.0442874	radar	-4.27467	2.88187	0.843688	-4.19571	2.93919	-1.82113	-4.86104
1477010456100000	-4.36421	2.69481	5.28304	4.34035	-0.0379744	lidar	-4.32451	2.55034	1.22528	-4.28727	2.69633	-1.84065	-4.85202
1477010456150000	-4.45065	2.44601	5.2796	4.34499	-0.0267235	radar	-4.38481	2.39989	0.162709	-4.37985	2.45393	-1.86173	-4.84218
1477010456200000	-4.55703	2.17796	5.33458	4.34308	-0.0261522	lidar	-4.61223	2.09192	0.576213	-4.47352	2.21205	-1.88436	-4.83149
1477010456250000	-4.66629	1.94642	5.31722	4.32014	-0.0725088	radar	-4.29257	1.92854	4.1786	-4.56836	1.97072	-1.90853	-4.81994
1477010456300000	-4.78403	1.66781	5.39973	4.31696	-0.0697251	lidar	-4.86829	1.53442	1.36235	-4.66444	1.72998	-1.93422	-4.80751
1477010456350000	-4.90833	1.41565	5.43426	4.30117	-0.0924724	radar	-4.98165	1.43611	0.517538	-4.76186	1.48989	-1.9614	-4.79417
1477010456400000	-4.9646	1.18916	5.3365	4.30763	-0.0846556	lidar	-4.66779	1.28643	5.12886	-4.86066	1.25049	-1.99007	-4.7799
1477010456450000	-5.0581	0.978454	5.25108	4.30342	-0.083156	radar	-4.98594	1.10894	1.18126	-4.96095	1.01182	-2.02019	-4.76468
1477010456500000	-5.11672	0.752435	5.17785	4.30923	-0.0758206	lidar	-4.85498	0.825661	3.86761	-5.06277	0.77393	-2.05174	-4.74848
1477010456550000	-5.21369	0.449473	5.31534	4.31518	-0.0676909	radar	-4.84736	0.18101	5.23073	-5.16621	0.536876	-2.08471	-4.73127
1477010456600000	-5.2876	0.212531	5.27354	4.31827	-0.062576	lidar	-5.1231	0.257311	1.52089	-5.27133	0.300706	-2.11906	-4.71303
1477010456650000	-5.39701	-0.0180295	5.22872	4.31858	-0.0468818	radar	-5.99809	-0.290765	5.81166	-5.3782	0.0654719	-2.15477	-4.69374
1477010456700000	-5.46735	-0.252627	5.19102	4.32324	-0.0409288	lidar	-5.29972	-0.212982	1.5545	-5.4869	-0.168772	-2.1918	-4.67335
1477010456750000	-5.58632	-0.42874	5.09765	4.29774	-0.0761519	radar	-5.64447	-0.144522	3.70547	-5.59748	-0.401971	-2.23014	-4.65185
1477010456800000	-5.72083	-0.608881	5.02256	4.27268	-0.10293	lidar	-5.85359	-0.445801	2.5345	-5.71001	-0.634069	-2.26974	-4.62919
1477010456850000	-5.83598	-0.843077	5.10575	4.25419	-0.135591	radar	-5.30947	-0.724468	5.6487	-5.82456	-0.865006	-2.31058	-4.60536
1477010456900000	-5.9326	-1.11708	5.17634	4.26352	-0.114311	lidar	-5.87835	-1.26863	1.49896	-5.94118	-1.09472	-2.35262	-4.58032
1477010456950000	-6.02223	-1.38954	5.23506	4.27398	-0.0944132	radar	-5.68069	-1.52871	2.77378	-6.05993	-1.32316	-2.39581	-4.55404
1477010457000000	-6.16046	-1.59599	5.20014	4.25357	-0.113921	lidar	-6.27263	-1.50938	1.1422	-6.18087	-1.55025	-2.44014	-4.52648
1477010457050000	-6.30313	-1.84234	5.33494	4.22921	-0.153282	radar	-6.11355	-1.75966	3.94179	-6.30406	-1.77593	-2.48555	-4.49762
1477010457100000	-6.41067	-2.09429	5.35161	4.23105	-0.141533	lidar	-6.34007	-2.13685	0.386527	-6.42954	-2.00014	-2.532	-4.46742
1477010457150000	-6.56072	-2.2961	5.29355	4.20885	-0.15815	radar	-6.99344	-2.17445	3.28919	-6.55738	-2.22281	-2.57946	-4.43585
1477010457200000	-6.71063	-2.50441	5.26949	4.18815	-0.174139	lidar	-6.79288	-2.4458	0.591581	-6.68761	-2.44386	-2.62788	-4.40288
1477010457250000	-6.86561	-2.71895	5.27536	4.16769	-0.190077	radar	-7.14408	-2.67584	1.1941	-6.82029	-2.66323	-2.6772	-4.36847
1477010457300000	-6.95959	-2.98968	5.31995	4.18443	-0.157319	lidar	-6.8003	-3.10086	2.21217	-6.95546	-2.88084	-2.7274	-4.3326
1477010457350000	-7.08802	-3.21217	5.27406	4.17974	-0.149799	radar	-7.13937	-3.22028	0.312835	-7.09316	-3.09663	-2.7784	-4.29523
1477010457400000	-7.21285	-3.40254	5.21024	4.16505	-0.160602	lidar	-7.12118	-3.26434	1.48385	-7.23344	-3.3105	-2.83017	-4.25632
1477010457450000	-7.35907	-3.65363	5.25914	4.16255	-0.151774	radar	-7.77186	-4.08999	4.38335	-7.37632	-3.5224	-2.88265	-4.21586
1477010457500000	-7.51715	-3.78473	5.13162	4.12227	-0.194816	lidar	-7.49009	-3.49081	5.05514	-7.52184	-3.73223	-2.93579	-4.1738
1477010457550000	-7.66168	-3.9948	5.15157	4.1099	-0.200369	radar	-7.52393	-3.88213	0.494094	-7.67004	-3.93992	-2.98953	-4.13012
1477010457600000	-7.81678	-4.22421	5.18436	4.10249	-0.196277	lidar	-7.88049	-4.29783	0.503993	-7.82094	-4.14538	-3.04381	-4.08479
1477010457650000	-7.96786	-4.44319	5.1906	4.09467	-0.192997	radar	-8.08524	-4.57834	0.384072	-7.97457	-4.34854	-3.09857	-4.03778
1477010457700000	-8.13047	-4.68278	5.24069	4.08989	-0.18582	lidar	-8.22492	-4.79812	1.18454	-8.13095	-4.5493	-3.15376	-3.98906
1477010457750000	-8.27042	-4.88059	5.11944	4.08637	-0.171856	radar	-8.453	-4.95621	2.3782	-8.2901	-4.74759	-3.2093	-3.93862
1477010457800000	-8.40287	-5.09752	5.11957	4.08666	-0.161217	lidar	-8.33552	-5.1059	0.262836	-8.45204	-4.94331	-3.26514	-3.88641
1477010457850000	-8.5501	-5.25793	4.99181	4.06928	-0.169073	radar	-8.55062	-4.79248	3.56313	-8.61678	-5.13637	-3.32121	-3.83242
1477010457900000	-8.7391	-5.45736	5.02359	4.04852	-0.183085	lidar	-8.91477	-5.51752	1.83648	-8.78433	-5.32669	-3.37745	-3.77663
1477010457950000	-8.89939	-5.65259	5.01514	4.03774	-0.184318	radar	-9.04115	-5.69364	0.268586	-8.95469	-5.51417	-3.43377	-3.71901
1477010458000000	-9.05521	-5.83782	5.00113	4.02601	-0.1876	lidar	-9.03391	-5.80267	0.0915814	-9.12788	-5.69872	-3.49012	-3.65955
1477010458050000	-9.19491	-5.98787	4.87531	4.01205	-0.191245	radar	-8.86897	-5.41973	5.60622	-9.30388	-5.88026	-3.54643	-3.59823
1477010458100000	-9.3689	-6.08793	4.77961	3.97048	-0.231015	lidar	-9.30811	-5.82368	4.22672	-9.4827	-6.05868	-3.60261	-3.53503
1477010458150000	-9.54597	-6.27069	4.81699	3.95612	-0.234587	radar	-9.80646	-6.41174	1.06904	-9.66432	-6.23389	-3.6586	-3.46994
1477010458200000	-9.68586	-6.48025	4.8369	3.96428	-0.210713	lidar	-9.62547	-6.55958	0.637007	-9.84874	-6.4058	-3.71431	-3.40295
1477010458250000	-9.9083	-6.64444	4.94424	3.92916	-0.242296	radar	-10.6688	-6.35543	7.2609	-10.0359	-6.57431	-3.76969	-3.33404
1477010458300000	-10.1114	-6.81175	4.96286	3.9059	-0.255105	lidar	-10.2246	-6.83402	0.725006	-10.2259	-6.73933	-3.82463	-3.26321
1477010458350000	-10.2969	-6.9743	4.99143	3.88808	-0.262246	radar	-10.2205	-6.71044	0.952975	-10.4186	-6.90075	-3.87907	-3.19046
1477010458400000	-10.5278	-7.15927	5.05741	3.86597	-0.27174	lidar	-10.7616	-7.29159	3.79494	-10.614	-7.05849	-3.93293	-3.11577
1477010458450000	-10.733	-7.30185	5.06075	3.83939	-0.287657	radar	-10.8944	-6.83335	1.83228	-10.8121	-7.21245	-3.98613	-3.03916
1477010458500000	-10.981	-7.46727	5.12126	3.81027	-0.303977	lidar	-11.2219	-7.56979	3.63657	-11.0128	-7.36252	-4.03859	-2.96062
1477010458550000	-11.1684	-7.60596	5.04831	3.7931	-0.306249	radar	-10.986	-7.3707	1.31379	-11.2161	-7.50862	-4.09021	-2.88015
1477010458600000	-11.3181	-7.75896	4.99286	3.79368	-0.2885	lidar	-11.0934	-7.6776	3.0488	-11.422	-7.65064	-4.14093	-2.79777
1477010458650000	-11.5124	-7.88537	4.94838	3.77227	-0.296924	radar	-11.4213	-7.46085	1.75224	-11.6304	-7.78849	-4.19066	-2.71349
1477010458700000	-11.6911	-7.98887	4.88395	3.74895	-0.307751	lidar	-11.5269	-7.8215	2.90649	-11.8413	-7.92208	-4.23932	-2.6273
1477010458750000	-11.8816	-8.10136	4.77293	3.72703	-0.315513	radar	-11.9422	-7.88317	1.48524	-12.0546	-8.05131	-4.28682	-2.53924
1477010458800000	-12.095	-8.19189	4.75321	3.69276	-0.337271	lidar	-12.09	-8.08828	0.657325	-12.2702	-8.17609	-4.33309	-2.44932
1477010458850000	-12.3244	-8.32267	4.89893	3.6733	-0.339288	radar	-12.4462	-8.02117	2.90139	-12.4881	-8.29633	-4.37802	-2.35756
1477010458900000	-12.5279	-8.40383	4.85402	3.64293	-0.355406	lidar	-12.4231	-8.2599	1.7101	-12.7082	-8.41193	-4.42156	-2.26399
1477010458950000	-12.73	-8.49124	4.7498	3.6162	-0.367175	radar	-12.7461	-8.19449	1.57615	-12.9304	-8.5228	-4.4636	-2.16863
1477010459000000	-13.0103	-8.58209	4.82598	3.57432	-0.393404	lidar	-13.2911	-8.64594	4.49517	-13.1547	-8.62886	-4.50407	-2.07151
1477010459050000	-13.2614	-8.68415	4.91964	3.54977	-0.39728	radar	-13.7929	-8.47158	2.83536	-13.381	-8.73002	-4.54289	-1.97267
1477010459100000	-13.4832	-8.73137	4.88083	3.51174	-0.41876	lidar	-13.384	-8.57583	1.86421	-13.6092	-8.82619	-4.57997	-1.87214
1477010459150000	-13.6931	-8.77581	4.74255	3.47448	-0.441389	radar	-13.6376	-8.26344	3.6451	-13.8392	-8.91729	-4.61524	-1.76997
1477010459200000	-13.922	-8.88405	4.76807	3.46521	-0.426315	lidar	-13.9959	-8.99264	0.942024	-14.0709	-9.00324	-4.64861	-1.6662
1477010459250000	-14.1789	-8.97437	4.92068	3.44932	-0.415347	radar	-14.4737	-8.79552	2.9136	-14.3043	-9.08395	-4.68001	-1.56086
1477010459300000	-14.405	-9.08522	4.92744	3.44668	-0.394445	lidar	-14.4273	-9.1875	0.655499	-14.5391	-9.15936	-4.70936	-1.45402
1477010459350000	-14.6329	-9.15649	4.88748	3.42691	-0.395885	radar	-14.5757	-9.32634	0.319111	-14.7754	-9.22939	-4.73658	-1.34573
1477010459400000	-14.9215	-9.15542	4.93746	3.36842	-0.439749	lidar	-15.062	-9.04396	2.09914	-15.013	-9.29397	-4.76161	-1.23603
1477010459450000	-15.1821	-9.22759	4.97736	3.3514	-0.433542	radar	-15.6189	-9.69365	4.49621	-15.2517	-9.35302	-4.78436	-1.125
1477010459500000	-15.4504	-9.34173	5.03655	3.3534	-0.405946	lidar	-15.6682	-9.56749	5.2665	-15.4916	-9.40649	-4.80476	-1.01269
1477010459550000	-15.6896	-9.37327	4.93707	3.32106	-0.42505	radar	-15.9382	-9.35751	2.11878	-15.7324	-9.45431	-4.82275	-0.899159
1477010459600000	-15.9482	-9.4564	4.97188	3.31542	-0.406986	lidar	-16.0862	-9.59819	2.09967	-15.9741	-9.49642	-4.83827	-0.784484
1477010459650000	-16.197	-9.46848	4.92815	3.27942	-0.427879	radar	-16.6033	-8.85459	2.2352	-16.2164	-9.53277	-4.85124	-0.668734
1477010459700000	-16.4478	-9.46246	4.93129	3.2411	-0.447104	lidar	-16.4229	-9.37029	0.549591	-16.4594	-9.5633	-4.8616	-0.55198
1477010459750000	-16.6607	-9.4669	4.84572	3.21284	-0.456913	radar	-16.011	-9.33486	5.05191	-16.7027	-9.58797	-4.8693	-0.434301
1477010459800000	-16.9469	-9.44972	4.91248	3.17108	-0.477919	lidar	-17.1132	-9.43043	1.60357	-16.9464	-9.60673	-4.87427	-0.315773
1477010459850000	-17.2011	-9.50687	4.97148	3.17326	-0.443967	radar	-16.9255	-10.8571	7.85741	-17.1903	-9.61954	-4.87646	-0.196479
1477010459900000	-17.4627	-9.52352	4.9931	3.15482	-0.439608	lidar	-17.5448	-9.57485	0.492344	-17.4342	-9.62636	-4.87583	-0.0765024
1477010459950000	-17.7192	-9.51461	4.96997	3.12492	-0.452102	radar	-18.1371	-9.39146	1.67902	-17.6781	-9.62717	-4.87232	0.0440703
1477010460000000	-17.9745	-9.48151	4.98327	3.09046	-0.465406	lidar	-17.9724	-9.42299	0.219351	-17.9216	-9.62194	-4.86588	0.165151
1477010460050000	-18.2156	-9.44775	4.93472	3.05578	-0.48295	radar	-18.3083	-9.18778	0.669549	-18.1648	-9.61064	-4.85648	0.286648
1477010460100000	-18.4131	-9.49342	4.84682	3.0648	-0.446067	lidar	-18.2763	-9.60997	2.08791	-18.4074	-9.59325	-4.84408	0.40847
1477010460150000	-18.6494	-9.4814	4.87649	3.05085	-0.432076	radar	-18.2443	-9.58547	1.7434	-18.6493	-9.56977	-4.82864	0.530522
1477010460200000	-18.8991	-9.47013	4.88551	3.03482	-0.425802	lidar	-18.9545	-9.51544	0.273351	-18.8904	-9.54017	-4.81012	0.652707
1477010460250000	-19.129	-9.43284	4.89495	3.01317	-0.422809	radar	-18.6983	-9.02886	3.93196	-19.1305	-9.50447	-4.78851	0.774927
1477010460300000	-19.378	-9.31167	4.93127	2.95407	-0.465248	lidar	-19.2983	-9.09865	3.09903	-19.3694	-9.46265	-4.76378	0.897083
1477010460350000	-19.6092	-9.23946	4.88252	2.91566	-0.488366	radar	-19.7037	-8.79906	1.15166	-19.6069	-9.41472	-4.73591	1.01907
1477010460400000	-19.865	-9.1131	4.93946	2.86152	-0.521353	lidar	-19.8731	-8.96417	1.44994	-19.8431	-9.36071	-4.70487	1.1408
1477010460450000	-20.1033	-9.01136	4.95972	2.82285	-0.53485	radar	-20.3815	-7.6755	4.98999	-20.0775	-9.30061	-4.67066	1.26215
1477010460500000	-20.2656	-9.14636	4.73487	2.88645	-0.43573	lidar	-20.1607	-9.59663	14.156	-20.3102	-9.23446	-4.63328	1.38303
1477010460550000	-20.5046	-9.1054	4.764	2.87702	-0.418476	radar	-20.4587	-9.7448	1.60366	-20.5409	-9.16227	-4.59271	1.50334
1477010460600000	-20.7279	-9.00634	4.7741	2.84141	-0.434699	lidar	-20.6596	-8.91527	0.731904	-20.7696	-9.08409	-4.54895	1.62296
1477010460650000	-20.9706	-8.92643	4.79205	2.81585	-0.440824	radar	-21.5568	-8.5005	2.52005	-20.9959	-8.99994	-4.50202	1.74179
1477010460700000	-21.1653	-8.8584	4.73633	2.79712	-0.437146	lidar	-21.0195	-8.85081	1.14384	-21.2198	-8.90987	-4.45191	1.85972
1477010460750000	-21.3982	-8.77304	4.73841	2.77203	-0.44395	radar	-21.8628	-8.64129	1.96028	-21.4412	-8.81393	-4.39865	1.97666
1477010460800000	-21.5876	-8.74915	4.64788	2.77489	-0.416334	lidar	-21.5029	-8.87191	1.45324	-21.6597	-8.71217	-4.34224	2.0925
1477010460850000	-21.7748	-8.61804	4.55597	2.72103	-0.467274	radar	-21.9514	-7.41274	6.34012	-21.8754	-8.60465	-4.2827	2.20712
1477010460900000	-21.9784	-8.53759	4.54045	2.70374	-0.460602	lidar	-21.9793	-8.57089	0.0714911	-22.0881	-8.49143	-4.22007	2.32043
1477010460950000	-22.188	-8.43232	4.58615	2.6839	-0.450436	radar	-22.1914	-7.70392	2.08	-22.2975	-8.37258	-4.15437	2.43232
1477010461000000	-22.4236	-8.32649	4.6352	2.66347	-0.448236	lidar	-22.5838	-8.35296	1.39254	-22.5035	-8.24817	-4.08564	2.5427
1477010461050000	-22.6125	-8.21632	4.59376	2.6354	-0.458705	radar	-22.3177	-8.57758	0.831773	-22.7061	-8.11829	-4.01391	2.65145
1477010461100000	-22.8617	-7.9612	4.79257	2.5603	-0.515393	lidar	-22.9861	-7.6724	6.48545	-22.9049	-7.98301	-3.93923	2.75848
1477010461150000	-23.0507	-7.81583	4.73462	2.51587	-0.551517	radar	-23.2693	-8.32031	3.66823	-23.1	-7.84243	-3.86163	2.8637
1477010461200000	-23.2847	-7.63043	4.84238	2.47699	-0.563455	lidar	-23.4777	-7.56583	2.34877	-23.2911	-7.69663	-3.78118	2.967
1477010461250000	-23.4856	-7.48715	4.88803	2.46406	-0.534649	radar	-23.473	-7.02103	1.61405	-23.4781	-7.54572	-3.69792	3.06828
1477010461300000	-23.6504	-7.34586	4.83977	2.43906	-0.533001	lidar	-23.5408	-7.36069	0.666533	-23.6609	-7.3898	-3.61191	3.16746
1477010461350000	-23.8425	-7.18288	4.87011	2.41575	-0.52527	radar	-24.0505	-6.56968	0.882068	-23.8393	-7.22897	-3.52321	3.26445
1477010461400000	-23.9992	-7.09739	4.7457	2.41336	-0.500598	lidar	-23.9384	-7.26171	2.0001	-24.0132	-7.06336	-3.43189	3.35916
1477010461450000	-24.1672	-6.91596	4.74743	2.37551	-0.519369	radar	-24.3577	-5.94086	2.01282	-24.1825	-6.89307	-3.33801	3.45149
1477010461500000	-24.3342	-6.65432	4.86431	2.31669	-0.553654	lidar	-24.2574	-6.4352	3.32565	-24.347	-6.71823	-3.24166	3.54138
1477010461550000	-24.5011	-6.4782	4.84368	2.28464	-0.567427	radar	-24.788	-7.18367	3.5241	-24.5066	-6.53896	-3.14289	3.62873
1477010461600000	-24.5944	-6.34945	4.69105	2.26122	-0.562807	lidar	-24.3008	-6.43799	5.21666	-24.6612	-6.35538	-3.0418	3.71347
1477010461650000	-24.7345	-6.16268	4.68841	2.23029	-0.565905	radar	-24.6108	-6.00878	0.312012	-24.8107	-6.16764	-2.93846	3.79553
